,company_brand,founded,headquarter,sector,what_it_does,founders,investor,amount($),stage,year
133,Turtlemint,2015,Mumbai,Consumer Staples,Turtlemint has built Indian personalized insurance platform,"Anand Prabhudesai, Dhirendra Mahyavanshi, Kunal Shah","Nexus Venture Partners, Dream Incubator",30000000.0,Venture - Series Unknown,2020
134,Arata,2017,Delhi,Consumer Discretionary,Arata is an e-commerce site for beauty products and cosmetics.,"Dhruv Madhok, Dhruv Bhasin",DSG Consumer Partners,1000000.0,Early stage,2020
135,MPL,2018,Bengaluru,Information Technology,Mobile Premier League is a skill-based eSports platform used to offer cash prizes while playing games.,"Sai Srinivas Kiran G, Shubham Malhotra","Pegasus Tech Ventures, Base Partners",5000000.0,Venture - Series Unknown,2020
136,True Balance,2014,Gurugram,Financials,True Balance is a digital wallet that enables users to access utility bill payment and other financial products.,"Cheolwon Lee, Jay Yi, Martin Lee","IBK Capital, SB Partners",28000000.0,Venture - Series Unknown,2020
137,Thrive,2020,Mumbai,Consumer Staples,"Thrive is all-in-one restaurant ordering suite for table ordering, pickup, and delivery with marketing in-built.","Dhruv Dewan, Krishi Fagwani","Whiteboard Capital, Ahimsa Capital",4000000.0,Early stage,2020
138,Kitchens Centre,2019,Delhi,Information Technology,Kitchens Centre offers turnkey solutions to cloud kitchens.,Lakshay Jain,"Jonathan Swanson, Ankush Gera",4000000.0,Early stage,2020
139,Prescribe,2019,Chennai,Consumer Staples,Provide online services to patients by leveraging WhatsApp.,Nived Narayanan,Titan Capital,100000.0,Venture - Series Unknown,2020
140,Nepra,2006,Ahmedabad,Information Technology,NEPRA Resource Management provides waste management solutions in India.,Sandeep Patel,"Asha Impact, Aavishkaar Venture Capital",18000000.0,Late stage,2020
141,inFeedo,2013,Gurugram,Information Technology,"inFeedo is a predictive people analytics company helping 300,000+ employees in 100+ companies make their voice feel heard and valued.",Tanmaya Jain,"Peyush Bansal, Ritesh Malik",3200000.0,Venture - Series Unknown,2020
142,Shilpa Sciences,2014,Bengaluru,Consumer Staples,Shilps Sciences is a healthtech platform that claims to have solved gene editing by accelerating single gene cell applications.,Ashwin Lal,AngelList India,4000000.0,Early stage,2020
143,Arzooo,2016,Bengaluru,Information Technology,"B2B retail tech platform transforming 300,000+ SMEs in electronics space with its flagship ""Go Store"" product","Khushnud Khan, Rishi Raj Rathore","3Lines, Jabbar Internet Group",4000000.0,Venture - Series Unknown,2020
144,MindTickle,2011,Pune,Information Technology,MindTickle offers the industry's most comprehensive sales readiness solution for closing knowledge and skill gaps in customer-facing teams.,"Deepak Diwakar, Krishna Depura, Mohit Garg, Nishant Mungali","Canaan Partners, NewView Capital",100000000.0,Exit stage,2020
146,Slice,2016,Bengaluru,Financials,Slice is a card for first-time credit card users. They are inventing the future of finance for young Indians,"Deepak Malhotra, Rajan Bajaj","Better Capital, Gunosy",5000000.0,Exit stage,2020
147,Rapawalk,2017,Bengaluru,Consumer Discretionary,Rapawalk is an online brand that offers a personalized service of creating your own shoes.,"Kashif Mohammad, Aravind Maddireddy","Sanjay Ramakrishnan, Ravi Garikipati",300000.0,Seed,2020
148,Oga Fit's,2017,Bengaluru,Consumer Discretionary,The new-age home workout app that gives you an unmatched boutique digital fitness studio experience.,Ashish Rawat,9Unicorns,4000000.0,Early stage,2020
149,LAVAL,2016,Bengaluru,Consumer Discretionary,"Laval Cosmetics, affordable makeup for all ages","Shrishti, Prithika",Jazal Group,4000000.0,Early stage,2020
150,Stride,2019,Delhi,Financials,Stride Ventures is a venture capital firm in India which aims to invest in innovative startups across the country.,Ishpreet Gandhi,Small Industries Development Bank of India,80000000.0,Venture - Series Unknown,2020
151,BlackSoil,2016,Mumbai,Financials,Blacksoil Advisory is an independent boutique advisory firm.,Ankur Bansal,Venture Catalysts,10000000.0,Venture - Series Unknown,2020
152,Biocon,1978,Bengaluru,Consumer Staples,"Biocon is a healthcare and technology, company focused on biotechnology.",Kiran Mazumdar-Shaw,Goldman Sachs,15000000.0,Venture - Series Unknown,2020
153,Clientjoy,2013,Gujarat,Information Technology,Client Management Software For Modern Agencies.,"Abhishek Doshi, Anupama Panchal, Shashwat Bhatt, Yash Shah","LetsVenture, Jyotsna Bapat",800000.0,Early stage,2020
154,Xpressbees,2015,Pune,Consumer Discretionary,Xpressbees is an e-commerce logistics company that provides reliable logistics solutions to its partners.,"Amitava Saha, Supam Maheshwari","Alibaba Group, InnoVen Capital",100000000.0,Venture - Series Unknown,2020
155,GalaxyCard,2017,Gurugram,Financials,Mobile based Instant credit card. | Easiest way to get a credit card. Get one in 3 minutes,"Amit Kumar, Gunjeet Singh",India Accelerator,937536.0,Seed,2020
156,Wellness Forever,2008,Mumbai,Consumer Staples,Wellness Forever is the one-stop destination for wellness,"Ashraf Biran, Gulshan Bakhtiani, Mohan Chavan","Poonawalla, Allana Group",100000000.0,Venture - Series Unknown,2020
157,MoooFarm,2019,Gurugram,Industrials,MoooFarm is an information technology company that bridges the technology gap to help marginalized dairy farmers.,"Param Singh, Aashna Singh, Abhijeet Mittal, Jitesh Arora","Navus Ventures, Rockstart",500000.0,Pre-seed,2020
158,BitClass,2020,Bengaluru,Information Technology,BitClass is a PaaS solution which helps teachers set up their independent live classes,"Gunjan Kejriwal, Utsav Tiwary","AET Japan, Figure Eight Investments, Waterbridge Ventures",2000000.0,Seed,2020
159,Gonuts,2020,Mumbai,Consumer Discretionary,Personalised Video shoutouts from favourite celebrity.,"Vinamra Pandiya, Mayank Gupta, Joji George","Sweta Rau, Archana Priyadarshini",400000.0,Seed,2020
160,Uolo,2013,Bengaluru,Information Technology,Uolo Technology is founded by paranoid parents who want to make a difference to preschool experience.,"Pallav Pandey, Ankur Pandey, Siddharth Singh","Rajul Garg, Purvi Capital",2000000.0,Seed,2020
161,Kirana King,2014,Jaipur,Consumer Discretionary,"A revolutionary idea of standardization, digitization & centralization to traditional Grocery system.",Anup Kumar,Rajasthan Venture Capital Fund,900000.0,Early stage,2020
162,Jade Forest,2016,Delhi,Consumer Staples,"NATURALLY THE BEST From zero artificial ingredients in our drinks to the way they make you feel, we bring you a bespoke range of natural mixers.","Punweet Singh, Shuchir Suri",Venture Catalysts,250000.0,Seed,2020
163,iKure,2010,Kolkata,Consumer Staples,iKure is a social enterprise that delivers primary healthcare and wellness & prevention services to communities in India,Sujay Santra,"Ratan Tata, Inflection Point Ventures, Ankur Mittal",4000000.0,Venture - Series Unknown,2020
164,FrontRow,2016,Bengaluru,Information Technology,"Comprehensive courses, taught by idols.","Mikhil Raj, Shubhadit Sharma, Ishaan Preet Singh","Lightspeed, Elevation, Deepika Padukone",3200000.0,Seed,2020
165,Reliance Retail,2006,Mumbai,Consumer Discretionary,Reliance Retail Ventures Limited is a subsidiary company of Reliance Industries Limited.,Mukesh Ambani,"Abu Dhabi Investment Authority, GIC",10000000.0,Venture - Series Unknown,2020
166,TUBBR,2019,Frisco,Communication Services,World's First Personal Social Network,"Saurabh Uttam, Ravi Singhal",Global Ascent Partners,4000000.0,Venture - Series Unknown,2020
167,Ather Energy,2013,Bengaluru,Consumer Discretionary,Ather Energy is a manufacturer of electric scooters.,"Arun Vinayak, Swapnil Jain, Tarun Mehta",HeroMotoCorp Ltd and Sachin Bansal,35000000.0,Late stage,2020
168,Routematic,2007,Bengaluru,Information Technology,Vision is to enable a safer and more comfortable commute to work for employees of India Inc.,"Sriram Kannan, Surajit Das","VAMM Ventures, Naresh Malhotra",2000000.0,Venture - Series Unknown,2020
169,LivFin,2017,Delhi,Financials,LivFin is a non-banking financial company registered with the Reserve Bank of India (RBI),Rakesh Malhotra,"DEG, KFW DEG",4700000.0,Venture - Series Unknown,2020
170,Universal Sportsbiz Pvt,2012,Bengaluru,Consumer Discretionary,A fashion startup based in Bengaluru.,Anjana Reddy,"Accel, Alteria Capital",4000000.0,Venture - Series Unknown,2020
171,Lattu Kids,2017,Mumbai,Information Technology,Lattu kids is an edutainment platform for preschool kids.,Vivek Bhutyani,Mumbai Angels Network,4000000.0,Venture - Series Unknown,2020
172,Eggoz,2016,Indore,Consumer Staples,"Eggoz is a brand of fresh and chemical-free eggs, produced in tech-enabled & nutrition-engineered deep integration partnership with farmers.","Abhishek Negi, Aditya Singh, Pankaj Pandey, Uttam Kumar","AVANA Capital, Rebright Partners",1500000.0,Early stage,2020
173,Steradian Semiconductors,2016,Bengaluru,Information Technology,Semiconductor company focused on CMOS millimeter wave products for Radar.,"Gireesh Rajendran, Ashish Lachhwani, Apu Sivadas, Rakesh Kumar and Alok Joshi",Endiya Partners.,4000000.0,Venture - Series Unknown,2020
174,CHARGE+ZONE,2018,Gujarat,Utilities,"Charge+Zone provides services in renewable energy solutions, product development, and software engineering company.","Kartikey Hariyani, Pavan Bakeri",Mumbai Angels,3000000.0,Early stage,2020
175,Stones2milestones,2008,Gurugram,Information Technology,Stones2milestones is India (Delhi) Based EdTech Company,"Kavish Gadia, Nikhil Saraf","Menterra Venture Advisors, Emandi Sankara Rao",2000000.0,Others,2020
176,Udacity,2011,San Francisco,Information Technology,"Udacity develops an online learning platform offering programs in artificial intelligence, machine learning, and robotics sector.","David Stavens, Mike Sokolsky, Sebastian Thrun","Hercules Capital, Inc.Bertelsmann",75000000.0,Exit stage,2020
177,AjnaLens,2014,Thane,Information Technology,"AjnaLens develops AR/VR wearables primarily for the Defence, Education and enterprise customers.","Abhijit Patil, Abhishek Tomar, Pankaj Raut","Mohsin Hani Al Bahrani, MoD",1000000.0,Others,2020
178,Gully Network,2019,Bengaluru,Consumer Discretionary,Gully Network is a tech-enabled network of mid-sized grocery stores.,"Ajay Nain, Prateek Chaturvedi","CP Ventures, Orios Venture Partners",1200000.0,Early stage,2020
179,TurboHire,2018,Hyderabad,Information Technology,Talent Intelligence Platform for enterprises that helps recruiters discover the right candidates for a job using a Human-like AI,"Abhishek Kabra, Aman Gour","Kia Ora Ventures, Pentathlon Ventures",1000000.0,Seed,2020
180,Traya,2016,Mumbai,Consumer Staples,work with our customers closely to get their hair health sorted for long-term effective results,"Altaf Saiyed, Saloni Anand","Kae Capital, Whiteboard Capital",937536.0,Seed,2020
181,Charcoal Eats,2015,Mumbai,Consumer Staples,"In the last five years, have served over 1.5 million orders and enjoy high customer satisfaction.","Anurag Mehrotra, Krishnakant Thakur, Mohammed Bhol, Gautam Singh",Lokmat Investments,2000000.0,Venture - Series Unknown,2020
182,Mitron TV,2020,Bengaluru,Communication Services,Mitron is a free short videoplatform for next generation,"Shivank Agarwal, Anish Khandelwal",9Unicorns,4000000.0,Venture - Series Unknown,2020
183,Svami,2016,Mumbai,Consumer Staples,Svami is the result of three seasoned drinkers extending their love for libations to the larger world of drinks.,Sahil Jatana,"Niren Shah, Rukam Capital Trust",800000.0,Venture - Series Unknown,2020
184,Dhurnia,2018,Dhingsara,Information Technology,Developer of an online learning platform intended for various competitive exam preparations.,"Ajay Kumar, Murari Singh","Chandigarh Angels Network, Modulor Capital",100000.0,Venture - Series Unknown,2020
185,Expertrons,2019,Mumbai,Information Technology,Expertrons is an AI video bot platform created to help students and professionals prepare for interviews.,Jatin Solanki,"Rohit Chanana, Sukanta Ganguly",4000000.0,Venture - Series Unknown,2020
186,Leena AI,2015,New York,Information Technology,Leena AI offers a human resource management platform that transforms employee experience with conversational AI.,"Adit Jain, Anand Prajapati, Mayank Goyal","Alan Patricof, Jim Moffatt",8000000.0,Venture - Series Unknown,2020
187,Bizlog,2016,Bengaluru,Industrials,Bizlog Value Chain enables re-commerce and circular economy through unique REVERSE LOGISTICS engine.,"HS Srinivasan, Krishnan Rajan, E.V. Shunmugam",IAN Fund,1000000.0,Venture - Series Unknown,2020
188,Tamasha.live,2020,Mumbai,Information Technology,"Tamasha offers a platform for influencers to host live, video based, real money contests and games.","Saurabh Gupta, Siddharth Swarnkar","9Unicorns, Titan Capital, FirstCheque",300000.0,Venture - Series Unknown,2020
189,Fedo,2017,Bengaluru,Information Technology,Artificial Intelligence based Credit Score for Health,"Arun Mallavarapu, Prasanth Madavana",AIM Smart City,1000000.0,Venture - Series Unknown,2020
190,FabHotels,2015,Gurugram,Consumer Discretionary,Fabhotels is the online aggregator for hotel rooms. It aims to provide standardized services at economical budgets.,"Adarsh Manpuria, Vaibhav Aggarwal","RB Investments Pte. Ltd, Goldman Sachs",1000000.0,Venture - Series Unknown,2020
191,Freshokartz,2016,Jaipur,Industrials,"Freshokartz provides soil data based crop and fertilisers recommendation to farmers and delivery seeds, pesticides","Chandrakanta, Rajendra Lora","Rajasthan Venture Capital Fund, Innovana Thinklabs",1000000.0,Early stage,2020
192,FlexiLoans,2016,Mumbai,Financials,"an online lending platform started with an endeavour to solve the problem that SMEs face in accessing Quick, Flexible and Adequate funds for growing their Businesses.","Abhishek Kothari, Deepak Jain, Manish Lunia, Ritesh Jain",>Vikram Sud,6000000.0,Exit stage,2020
193,Agrix,2020,Patna,Industrials,"Farming-as-a-service (covering farm machinery and agri input services) and provides market linkages, especially for fragmented farm owners.","Nilay Pandey, Saurav Singh, Vivek Kumar",Maple Capital Advisors,4000000.0,Venture - Series Unknown,2020
194,BharatAgri,2017,Pune,Industrials,A Smart Farming Technology Platform for Indian Farmers,"Siddharth Dialani, Sai Gole","021 Capital, India Quotient",4000000.0,Early stage,2020
195,FreshToHome,2015,Bengaluru,Consumer Discretionary,Freshtohome is an e-commerce platform for fresh and chemical-free seafood.,Shan Kadavil,"Ascent Capital, Iron Pillar",121000000.0,Late stage,2020
196,Credable,2017,Mumbai,Financials,CredAble provides working capital & supply chain finance programs for large enterprises and their suppliers and distributors.,Nirav Choksi,Oaks Asset Management,4500000.0,Venture - Series Unknown,2020
197,Railofy,2019,Mumbai,Industrials,Railofy is a WL & RAC protection that enables waitlisted passengers to reach their destination at the lowest possible price.,"Rohan Dedhia, Vaibhav Saraf, Hrishabh Sanghvi","Roots Ventures, Better Capital",5000000.0,Seed,2020
